## log(Us)        xid       nh        (C/O)/(C/O)sol         mup      [OII]3727           Hb           [OIII]4959           [OIII]5007           [NII]6548           Ha           [NII]6584           [SII]6717           [SII]6731           NV1240           CIV1548           CIV1551           HeII1640           OIII]1661           OIII]1666           [SiIII]1883           SiIII]1888           CIII]1908 
 
   -1.0           0.3       100           0.20               300      1.419e+06        1.806e+06        9.729e+06           2.928e+07            3.453e+04        5.158e+06       1.019e+05           7.660e+04           5.912e+04           6.692e+05        3.616e+05         4.074e+05         2.012e+05          2.158e+05           4.814e+05           6.333e+04             1.078e+05            4.610e+05 
   -1.0           0.3      1000           0.20               100      8.669e+05        1.002e+06        5.271e+06           1.586e+07            1.934e+04        2.843e+06       5.708e+04           2.509e+04           3.012e+04           4.077e+05        2.856e+05         3.076e+05         3.730e+04          1.162e+05           2.571e+05           6.464e+04             1.115e+05            2.863e+05 
   -1.0           0.3      1000           0.20               300      1.351e+06        1.814e+06        1.024e+07           3.082e+07            3.363e+04        5.144e+06       9.925e+04           5.054e+04           6.047e+04           6.710e+05        3.738e+05         4.210e+05         2.006e+05          2.397e+05           5.348e+05           1.077e+05             1.813e+05            5.023e+05 
   -1.0           0.3       100           0.14               100      9.016e+05        9.932e+05        4.969e+06           1.496e+07            2.028e+04        2.838e+06       5.984e+04           3.819e+04           2.949e+04           4.147e+05        2.642e+05         2.883e+05         3.727e+04          1.024e+05           2.265e+05           3.947e+04             6.962e+04            1.792e+05 
   -1.0           0.3       100           0.14               300      1.418e+06        1.794e+06        9.725e+06           2.927e+07            3.454e+04        5.126e+06       1.019e+05           7.696e+04           5.939e+04           6.699e+05        3.396e+05         3.893e+05         2.007e+05          2.146e+05           4.784e+05           6.248e+04             1.064e+05            3.193e+05 
   -1.0           0.3      1000           0.14               100      8.667e+05        9.957e+05        5.269e+06           1.586e+07            1.934e+04        2.824e+06       5.707e+04           2.521e+04           3.026e+04           4.084e+05        2.712e+05         2.967e+05         3.723e+04          1.156e+05           2.555e+05           6.383e+04             1.101e+05            1.984e+05 
   -1.0           0.3      1000           0.14               300      1.351e+06        1.802e+06        1.024e+07           3.083e+07            3.366e+04        5.110e+06       9.932e+04           5.080e+04           6.077e+04           6.717e+05        3.513e+05         4.029e+05         2.001e+05          2.388e+05           5.325e+05           1.065e+05             1.794e+05            3.485e+05 
   -1.0           0.3       100           0.10               100      9.015e+05        9.903e+05        4.970e+06           1.496e+07            2.029e+04        2.830e+06       5.987e+04           3.834e+04           2.960e+04           4.153e+05        2.535e+05         2.776e+05         3.725e+04          1.020e+05           2.252e+05           3.909e+04             6.900e+04            1.270e+05 
   -1.0           0.3       100           0.10               300      1.419e+06        1.789e+06        9.732e+06           2.929e+07            3.458e+04        5.111e+06       1.020e+05           7.727e+04           5.963e+04           6.704e+05        3.235e+05         3.725e+05         2.005e+05          2.139e+05           4.765e+05           6.198e+04             1.056e+05            2.266e+05 
   -1.0           0.3      1000           0.10               100      8.674e+05        9.926e+05        5.274e+06           1.588e+07            1.936e+04        2.815e+06       5.712e+04           2.531e+04           3.038e+04           4.090e+05        2.609e+05         2.862e+05         3.720e+04          1.153e+05           2.547e+05           6.333e+04             1.093e+05            1.409e+05 
   -1.0           0.3      1000           0.10               300      1.352e+06        1.796e+06        1.025e+07           3.087e+07            3.371e+04        5.094e+06       9.947e+04           5.101e+04           6.103e+04           6.723e+05        3.352e+05         3.859e+05         1.998e+05          2.384e+05           5.313e+05           1.058e+05             1.782e+05            2.476e+05 
   -1.0           0.5       100           1.40               100      4.167e+05        4.495e+05        2.151e+06           6.475e+06            1.041e+04        1.272e+06       3.071e+04           2.063e+04           1.592e+04           3.954e+05        3.678e+05         3.650e+05         2.759e+04          8.091e+04           1.885e+05           9.912e+03             1.725e+04            1.099e+06 
   -1.0           0.5       100           1.40               300      6.796e+05        8.250e+05        4.145e+06           1.248e+07            1.846e+04        2.338e+06       5.449e+04           4.178e+04           3.223e+04           6.381e+05        5.355e+05         5.199e+05         1.441e+05          1.624e+05           3.805e+05           1.484e+04             2.513e+04            1.888e+06 
   -1.0           0.5      1000           1.40               100      3.823e+05        4.538e+05        2.207e+06           6.645e+06            9.888e+03        1.277e+06       2.918e+04           1.353e+04           1.613e+04           3.895e+05        3.729e+05         3.690e+05         2.759e+04          8.414e+04           1.960e+05           1.469e+04             2.521e+04            1.135e+06 
   -1.0           0.5      1000           1.40               300      6.213e+05        8.341e+05        4.236e+06           1.275e+07            1.782e+04        2.350e+06       5.260e+04           2.741e+04           3.259e+04           6.391e+05        5.453e+05         5.273e+05         1.439e+05          1.674e+05           3.922e+05           2.383e+04             4.000e+04            1.930e+06 
   -1.0           0.5       100           1.00               100      4.199e+05        4.391e+05        2.199e+06           6.619e+06            1.059e+04        1.243e+06       3.126e+04           2.145e+04           1.656e+04           4.002e+05        3.388e+05         3.464e+05         2.734e+04          8.217e+04           1.910e+05           9.839e+03             1.719e+04            7.840e+05 
   -1.0           0.5       100           1.00               300      6.861e+05        8.056e+05        4.248e+06           1.279e+07            1.884e+04        2.283e+06       5.561e+04           4.350e+04           3.356e+04           6.431e+05        4.761e+05         4.866e+05         1.425e+05          1.661e+05           3.884e+05           1.482e+04             2.515e+04            1.353e+06 
   -1.0           0.5      1000           1.00               100      3.873e+05        4.430e+05        2.261e+06           6.806e+06            1.009e+04        1.247e+06       2.977e+04           1.408e+04           1.679e+04           3.941e+05        3.435e+05         3.506e+05         2.734e+04          8.594e+04           1.997e+05           1.470e+04             2.527e+04            8.134e+05 
   -1.0           0.5      1000           1.00               300      6.301e+05        8.139e+05        4.349e+06           1.309e+07            1.823e+04        2.294e+06       5.380e+04           2.857e+04           3.396e+04           6.442e+05        4.849e+05         4.940e+05         1.423e+05          1.721e+05           4.024e+05           2.396e+04             4.027e+04            1.389e+06 
   -1.0           0.5       100           0.72               100      4.214e+05        4.310e+05        2.231e+06           6.715e+06            1.072e+04        1.220e+06       3.162e+04           2.206e+04           1.702e+04           4.036e+05        3.165e+05         3.318e+05         2.714e+04          8.295e+04           1.924e+05           9.753e+03             1.708e+04            5.624e+05 
   -1.0           0.5       100           0.72               300      6.895e+05        7.904e+05        4.318e+06           1.300e+07            1.910e+04        2.240e+06       5.638e+04           4.477e+04           3.453e+04           6.468e+05        4.327e+05         4.616e+05         1.412e+05          1.687e+05           3.939e+05           1.476e+04             2.509e+04            9.743e+05 
